,codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario
4086,3304151,Quissamã,-22.1031,-41.4693,0,33,6007,22,America/Sao_Paulo
4128,3304201,Resende,-22.4705,-44.4509,0,33,5883,24,America/Sao_Paulo
4190,3304300,Rio Bonito,-22.7181,-42.6276,0,33,5885,21,America/Sao_Paulo
4198,3304409,Rio Claro,-22.72,-44.1419,0,33,5887,24,America/Sao_Paulo
4203,3304508,Rio das Flores,-22.1692,-43.5856,0,33,5889,24,America/Sao_Paulo
4204,3304524,Rio das Ostras,-22.5174,-41.9475,0,33,2921,22,America/Sao_Paulo
4207,3304557,Rio de Janeiro,-22.9129,-43.2003,1,33,6001,21,America/Sao_Paulo
4445,3304607,Santa Maria Madalena,-21.9547,-42.0098,0,33,5891,22,America/Sao_Paulo
4546,3304706,Santo Antônio de Pádua,-21.541,-42.1832,0,33,5893,22,America/Sao_Paulo
4637,3304805,São Fidélis,-21.6551,-41.756,0,33,5895,22,America/Sao_Paulo
4645,3304755,São Francisco de Itabapoana,-21.4702,-41.1091,0,33,782,22,America/Sao_Paulo
4667,3304904,São Gonçalo,-22.8268,-43.0634,0,33,5897,21,America/Sao_Paulo
4688,3305000,São João da Barra,-21.638,-41.0446,0,33,5899,22,America/Sao_Paulo
4703,3305109,São João de Meriti,-22.8058,-43.3729,0,33,5901,21,America/Sao_Paulo
4761,3305133,São José de Ubá,-21.3661,-41.9511,0,33,784,22,America/Sao_Paulo
4792,3305158,São José do Vale do Rio Preto,-22.1525,-42.9327,0,33,6009,24,America/Sao_Paulo
4860,3305208,São Pedro da Aldeia,-22.8429,-42.1026,0,33,5903,22,America/Sao_Paulo
4894,3305307,São Sebastião do Alto,-21.9578,-42.1328,0,33,5905,22,America/Sao_Paulo
4933,3305406,Sapucaia,-21.9949,-42.9142,0,33,5907,24,America/Sao_Paulo
4935,3305505,Saquarema,-22.9292,-42.5099,0,33,5909,22,America/Sao_Paulo
4991,3305554,Seropédica,-22.7526,-43.7155,0,33,786,21,America/Sao_Paulo
5046,3305604,Silva Jardim,-22.6574,-42.3961,0,33,5911,22,America/Sao_Paulo
5102,3305703,Sumidouro,-22.0485,-42.6761,0,33,5913,22,America/Sao_Paulo
5143,3305752,Tanguá,-22.7423,-42.7202,0,33,788,21,America/Sao_Paulo
5211,3305802,Teresópolis,-22.4165,-42.9752,0,33,5915,21,America/Sao_Paulo
5273,3305901,Trajano de Moraes,-22.0638,-42.0643,0,33,5917,22,America/Sao_Paulo
5293,3306008,Três Rios,-22.1165,-43.2185,0,33,5919,24,America/Sao_Paulo
5421,3306107,Valença,-22.2445,-43.7129,0,33,5921,24,America/Sao_Paulo
5444,3306156,Varre-Sai,-20.9276,-41.8701,0,33,2917,22,America/Sao_Paulo
5458,3306206,Vassouras,-22.4059,-43.6686,0,33,5923,24,America/Sao_Paulo
5544,3306305,Volta Redonda,-22.5202,-44.0996,0,33,5925,24,America/Sao_Paulo
